Conf|	Rayon Giration	|	Distance		|		RMSD		|	Ratio Giration	|	Correlation	(p-value)
REF	|	17.44799		|			0
213	|	17.51166		|	11.67413	(+/-3.1495)	|	1.37256	(+/-0.96548)	|	1.00365		|	0.36634	(0.00041)
214	|	18.02731		|	11.6228	(+/-3.18759)	|	1.36603	(+/-0.85532)	|	1.0332		|	0.56504	(0.0)
215	|	18.10778		|	11.70064	(+/-3.17719)	|	1.40043	(+/-0.92274)	|	1.03781		|	0.53581	(0.0)
216	|	17.79445		|	11.66671	(+/-3.19465)	|	1.41175	(+/-0.95023)	|	1.01986		|	0.43803	(2e-05)
217	|	18.17446		|	11.61307	(+/-3.16882)	|	1.24327	(+/-0.91832)	|	1.04164		|	0.469	(0.0)
218	|	18.24693		|	11.73884	(+/-3.11097)	|	1.28764	(+/-0.8824)	|	1.04579		|	0.28074	(0.0077)
219	|	17.96321		|	11.68507	(+/-3.19936)	|	1.23236	(+/-0.83338)	|	1.02953		|	0.40966	(7e-05)
220	|	18.01136		|	11.73696	(+/-3.16826)	|	1.18086	(+/-0.84318)	|	1.03229		|	0.3365	(0.00126)
221	|	18.38505		|	11.65755	(+/-3.19867)	|	1.34398	(+/-0.89631)	|	1.05371		|	0.40608	(8e-05)
222	|	18.23182		|	11.65618	(+/-3.16588)	|	1.35434	(+/-0.94208)	|	1.04492		|	0.43051	(3e-05)
223	|	17.96731		|	11.70219	(+/-3.13047)	|	1.35808	(+/-0.9155)	|	1.02976		|	0.3819	(0.00022)
224	|	18.18802		|	11.64332	(+/-3.17959)	|	1.28593	(+/-0.87338)	|	1.04241		|	0.42775	(3e-05)
225	|	18.09373		|	11.65851	(+/-3.14853)	|	1.21114	(+/-0.82551)	|	1.03701		|	0.46968	(0.0)
226	|	18.11728		|	11.64709	(+/-3.13281)	|	1.25744	(+/-0.90054)	|	1.03836		|	0.45439	(1e-05)
227	|	17.85678		|	11.69749	(+/-3.09084)	|	1.22493	(+/-0.79267)	|	1.02343		|	0.37776	(0.00026)
228	|	17.89471		|	11.64382	(+/-3.09665)	|	1.23578	(+/-0.77807)	|	1.0256		|	0.4149	(5e-05)
229	|	18.03451		|	11.67414	(+/-3.1368)	|	1.33899	(+/-0.79766)	|	1.03362		|	0.49017	(0.0)
230	|	18.34837		|	11.69753	(+/-3.15527)	|	1.37481	(+/-0.95219)	|	1.0516		|	0.49412	(0.0)
231	|	17.8329		|	11.59392	(+/-3.16244)	|	1.18019	(+/-0.82174)	|	1.02206		|	0.41338	(6e-05)
232	|	17.95639		|	11.64956	(+/-3.19748)	|	1.24393	(+/-0.84858)	|	1.02914		|	0.46291	(0.0)
233	|	18.25373		|	11.63883	(+/-3.16376)	|	1.2478	(+/-0.85654)	|	1.04618		|	0.45406	(1e-05)
234	|	17.92275		|	11.70055	(+/-3.15693)	|	1.47322	(+/-0.9595)	|	1.02721		|	0.54223	(0.0)
235	|	18.52333		|	11.72229	(+/-3.15007)	|	1.19878	(+/-0.72287)	|	1.06163		|	0.46543	(0.0)
236	|	18.28352		|	11.64379	(+/-3.13984)	|	1.21228	(+/-0.90531)	|	1.04789		|	0.39928	(0.00011)
237	|	18.03943		|	11.55071	(+/-3.15018)	|	1.05171	(+/-0.73105)	|	1.0339		|	0.40213	(9e-05)
238	|	17.92107		|	11.66658	(+/-3.15853)	|	1.09483	(+/-0.79621)	|	1.02711		|	0.37702	(0.00027)
239	|	18.01283		|	11.70615	(+/-3.15355)	|	1.20767	(+/-0.87722)	|	1.03237		|	0.44283	(1e-05)
240	|	17.6804		|	11.70584	(+/-3.12341)	|	1.18171	(+/-0.81612)	|	1.01332		|	0.40173	(0.0001)
241	|	17.94757		|	11.66468	(+/-3.18784)	|	1.14952	(+/-0.79104)	|	1.02863		|	0.44519	(1e-05)
242	|	17.98232		|	11.64386	(+/-3.12696)	|	1.00499	(+/-0.69998)	|	1.03062		|	0.33864	(0.00117)
243	|	17.95704		|	11.59693	(+/-3.10931)	|	1.08054	(+/-0.72889)	|	1.02918		|	0.30416	(0.00376)
244	|	17.65143		|	11.6227	(+/-3.10155)	|	1.20242	(+/-0.77158)	|	1.01166		|	0.34572	(0.00091)
245	|	17.96567		|	11.6635	(+/-3.1678)	|	1.23659	(+/-0.83838)	|	1.02967		|	0.36244	(0.00048)
246	|	17.80777		|	11.64962	(+/-3.15638)	|	1.0159	(+/-0.70025)	|	1.02062		|	0.41932	(4e-05)
247	|	17.67584		|	11.65142	(+/-3.16934)	|	1.18105	(+/-0.786)	|	1.01306		|	0.43654	(2e-05)
248	|	17.66506		|	11.76059	(+/-3.132)	|	1.17925	(+/-0.74546)	|	1.01244		|	0.36143	(0.0005)
249	|	17.58033		|	11.63431	(+/-3.14847)	|	1.21721	(+/-0.79936)	|	1.00759		|	0.42987	(3e-05)
250	|	17.81734		|	11.62278	(+/-3.1592)	|	1.20199	(+/-0.84561)	|	1.02117		|	0.42467	(3e-05)
251	|	17.78055		|	11.58793	(+/-3.0879)	|	1.17276	(+/-0.82577)	|	1.01906		|	0.39367	(0.00014)
252	|	17.52646		|	11.62255	(+/-3.14641)	|	1.20278	(+/-0.83252)	|	1.0045		|	0.41355	(6e-05)
253	|	17.49269		|	11.62701	(+/-3.13285)	|	1.17964	(+/-0.85636)	|	1.00256		|	0.38777	(0.00017)
254	|	17.28866		|	11.5539	(+/-3.09932)	|	1.13706	(+/-0.80594)	|	0.99087		|	0.49881	(0.0)
255	|	17.57152		|	11.56544	(+/-3.08854)	|	1.21154	(+/-0.87071)	|	1.00708		|	0.52603	(0.0)
256	|	17.70118		|	11.59712	(+/-3.0872)	|	1.29161	(+/-0.90338)	|	1.01451		|	0.45694	(1e-05)
257	|	17.71965		|	11.54852	(+/-3.12514)	|	1.21462	(+/-0.91023)	|	1.01557		|	0.50868	(0.0)
258	|	17.55809		|	11.62416	(+/-3.14305)	|	1.15149	(+/-0.85197)	|	1.00631		|	0.45756	(1e-05)
259	|	17.69141		|	11.53662	(+/-3.09276)	|	1.13313	(+/-0.77532)	|	1.01395		|	0.49378	(0.0)
260	|	17.54685		|	11.62122	(+/-3.14426)	|	1.23147	(+/-0.84168)	|	1.00567		|	0.53014	(0.0)
261	|	17.523		|	11.62745	(+/-3.13935)	|	1.23601	(+/-0.81633)	|	1.0043		|	0.48064	(0.0)
262	|	17.54046		|	11.59667	(+/-3.07871)	|	1.22313	(+/-0.75805)	|	1.0053		|	0.46197	(1e-05)
263	|	17.86396		|	11.7274	(+/-3.14893)	|	1.1872	(+/-0.72874)	|	1.02384		|	0.45213	(1e-05)
264	|	17.79156		|	11.66172	(+/-3.0952)	|	0.99444	(+/-0.7024)	|	1.01969		|	0.33714	(0.00123)
265	|	17.75343		|	11.6513	(+/-3.13856)	|	1.20795	(+/-0.67554)	|	1.01751		|	0.40989	(7e-05)
266	|	17.95538		|	11.66118	(+/-3.10523)	|	1.21481	(+/-0.74865)	|	1.02908		|	0.41407	(5e-05)
267	|	17.80845		|	11.69911	(+/-3.1753)	|	1.31386	(+/-0.84569)	|	1.02066		|	0.4497	(1e-05)
268	|	17.73092		|	11.63853	(+/-3.13039)	|	1.25054	(+/-0.82372)	|	1.01622		|	0.38873	(0.00017)
269	|	17.53506		|	11.60929	(+/-3.13958)	|	1.27134	(+/-0.84211)	|	1.00499		|	0.3947	(0.00013)
270	|	17.80876		|	11.6976	(+/-3.14863)	|	1.31373	(+/-0.7622)	|	1.02068		|	0.40547	(8e-05)
271	|	17.49288		|	11.67149	(+/-3.09022)	|	1.14473	(+/-0.7772)	|	1.00257		|	0.39282	(0.00014)
272	|	18.01504		|	11.77014	(+/-3.11391)	|	1.24785	(+/-0.87651)	|	1.0325		|	0.38096	(0.00023)
273	|	17.62671		|	11.67029	(+/-3.13537)	|	1.26685	(+/-0.83778)	|	1.01024		|	0.47261	(0.0)
274	|	17.41994		|	11.64092	(+/-3.1533)	|	1.13671	(+/-0.79567)	|	0.99839		|	0.49603	(0.0)
275	|	17.29546		|	11.58096	(+/-3.0883)	|	1.0704	(+/-0.70849)	|	0.99126		|	0.47003	(0.0)
276	|	17.72854		|	11.59927	(+/-3.1161)	|	1.1087	(+/-0.76572)	|	1.01608		|	0.31422	(0.00271)
277	|	17.34059		|	11.56286	(+/-3.10387)	|	1.0919	(+/-0.73365)	|	0.99384		|	0.36469	(0.00044)
278	|	17.29698		|	11.59294	(+/-3.06009)	|	1.09986	(+/-0.72755)	|	0.99135		|	0.42445	(3e-05)
279	|	17.98655		|	11.62852	(+/-3.13147)	|	1.14267	(+/-0.79639)	|	1.03087		|	0.33634	(0.00127)
280	|	17.80313		|	11.68708	(+/-3.12774)	|	1.12708	(+/-0.7876)	|	1.02035		|	0.37221	(0.00033)
281	|	17.72133		|	11.65603	(+/-3.17763)	|	1.12036	(+/-0.77079)	|	1.01567		|	0.36746	(0.0004)
282	|	17.42694		|	11.55726	(+/-3.13659)	|	1.15346	(+/-0.78039)	|	0.99879		|	0.42567	(3e-05)
283	|	18.02685		|	11.64548	(+/-3.15032)	|	1.3343	(+/-0.88916)	|	1.03318		|	0.45017	(1e-05)
284	|	17.65775		|	11.60545	(+/-3.11701)	|	1.17418	(+/-0.76137)	|	1.01202		|	0.40617	(8e-05)
285	|	17.50619		|	11.60455	(+/-3.16205)	|	1.24071	(+/-0.82733)	|	1.00334		|	0.4979	(0.0)
286	|	17.61426		|	11.57539	(+/-3.16983)	|	1.21345	(+/-0.83812)	|	1.00953		|	0.4934	(0.0)
287	|	17.86853		|	11.57779	(+/-3.14752)	|	1.11593	(+/-0.72623)	|	1.0241		|	0.41787	(5e-05)
288	|	17.8155		|	11.60244	(+/-3.16636)	|	1.19703	(+/-0.74502)	|	1.02106		|	0.50065	(0.0)
289	|	17.7295		|	11.65354	(+/-3.16665)	|	1.1167	(+/-0.7513)	|	1.01613		|	0.4559	(1e-05)
290	|	17.74363		|	11.67707	(+/-3.2298)	|	1.20231	(+/-0.82407)	|	1.01694		|	0.52295	(0.0)
291	|	17.44583		|	11.60811	(+/-3.11027)	|	1.33594	(+/-0.76653)	|	0.99988		|	0.42888	(3e-05)
292	|	17.78699		|	11.65731	(+/-3.15304)	|	1.22106	(+/-0.82429)	|	1.01943		|	0.47804	(0.0)
293	|	17.57229		|	11.61394	(+/-3.1525)	|	1.24268	(+/-0.84341)	|	1.00712		|	0.44061	(2e-05)
294	|	17.33829		|	11.57429	(+/-3.15642)	|	1.13443	(+/-0.79863)	|	0.99371		|	0.4516	(1e-05)
295	|	17.25152		|	11.58682	(+/-3.10902)	|	1.19932	(+/-0.76497)	|	0.98874		|	0.44073	(2e-05)
296	|	17.7107		|	11.75458	(+/-3.13785)	|	1.21246	(+/-0.78083)	|	1.01506		|	0.36083	(0.00051)
297	|	17.50156		|	11.57179	(+/-3.1657)	|	1.24688	(+/-0.7385)	|	1.00307		|	0.4714	(0.0)
298	|	18.24971		|	11.64656	(+/-3.14555)	|	1.25828	(+/-0.81498)	|	1.04595		|	0.50699	(0.0)
299	|	17.47335		|	11.56333	(+/-3.16918)	|	1.25241	(+/-0.73028)	|	1.00145		|	0.47893	(0.0)
300	|	17.3182		|	11.59161	(+/-3.07895)	|	1.17305	(+/-0.68314)	|	0.99256		|	0.42691	(3e-05)
301	|	17.15666		|	11.61354	(+/-3.08609)	|	1.26621	(+/-0.72554)	|	0.9833		|	0.49136	(0.0)
302	|	17.6108		|	11.64031	(+/-3.11422)	|	1.17011	(+/-0.75179)	|	1.00933		|	0.43822	(2e-05)
303	|	17.58626		|	11.58817	(+/-3.06535)	|	1.16607	(+/-0.68803)	|	1.00792		|	0.47289	(0.0)
304	|	17.53828		|	11.56084	(+/-3.13028)	|	1.15827	(+/-0.72466)	|	1.00518		|	0.47747	(0.0)
305	|	17.89645		|	11.67565	(+/-3.18224)	|	1.21024	(+/-0.83441)	|	1.0257		|	0.51032	(0.0)
306	|	17.53913		|	11.68427	(+/-3.1482)	|	1.13479	(+/-0.722)	|	1.00522		|	0.38841	(0.00017)
307	|	17.35187		|	11.62756	(+/-3.15944)	|	1.09973	(+/-0.76856)	|	0.99449		|	0.41845	(4e-05)
308	|	17.66003		|	11.61862	(+/-3.21267)	|	1.18835	(+/-0.73965)	|	1.01215		|	0.40567	(8e-05)
309	|	17.7752		|	11.67616	(+/-3.20526)	|	1.11583	(+/-0.69901)	|	1.01875		|	0.36447	(0.00045)
310	|	17.58253		|	11.65548	(+/-3.22805)	|	1.12392	(+/-0.82725)	|	1.00771		|	0.44315	(1e-05)
311	|	17.72511		|	11.64442	(+/-3.16532)	|	1.21213	(+/-0.825)	|	1.01588		|	0.39124	(0.00015)
312	|	17.259		|	11.55768	(+/-3.15729)	|	1.17442	(+/-0.74623)	|	0.98917		|	0.52587	(0.0)
313	|	17.49393		|	11.65532	(+/-3.12035)	|	1.18572	(+/-0.7069)	|	1.00263		|	0.42196	(4e-05)
314	|	17.11647		|	11.67224	(+/-3.07357)	|	1.19551	(+/-0.7587)	|	0.981		|	0.38264	(0.00022)
315	|	18.05789		|	11.63958	(+/-3.11509)	|	1.16916	(+/-0.63567)	|	1.03496		|	0.42874	(3e-05)
316	|	18.04562		|	11.65288	(+/-3.1763)	|	1.28699	(+/-0.77261)	|	1.03425		|	0.47251	(0.0)
317	|	17.76184		|	11.5882	(+/-3.09035)	|	1.08213	(+/-0.70707)	|	1.01799		|	0.45405	(1e-05)
318	|	17.66243		|	11.63526	(+/-3.14833)	|	1.19263	(+/-0.73686)	|	1.01229		|	0.40873	(7e-05)
319	|	17.66737		|	11.64187	(+/-3.1386)	|	1.22986	(+/-0.75689)	|	1.01257		|	0.46098	(1e-05)
320	|	17.39329		|	11.56987	(+/-3.13074)	|	1.13379	(+/-0.76121)	|	0.99686		|	0.46845	(0.0)
321	|	17.24331		|	11.61017	(+/-3.10764)	|	1.12332	(+/-0.7507)	|	0.98827		|	0.50523	(0.0)
322	|	17.52052		|	11.66576	(+/-3.1371)	|	1.17232	(+/-0.82268)	|	1.00416		|	0.46846	(0.0)
323	|	17.78167		|	11.66516	(+/-3.15256)	|	1.19908	(+/-0.81899)	|	1.01912		|	0.48305	(0.0)
324	|	18.29312		|	11.70213	(+/-3.24331)	|	1.28153	(+/-0.77577)	|	1.04844		|	0.41931	(4e-05)
325	|	17.667		|	11.62056	(+/-3.20575)	|	1.2169	(+/-0.7827)	|	1.01255		|	0.42434	(3e-05)
326	|	18.10008		|	11.70211	(+/-3.22494)	|	1.30566	(+/-0.76266)	|	1.03737		|	0.5133	(0.0)
327	|	17.75797		|	11.58801	(+/-3.18339)	|	1.16026	(+/-0.72202)	|	1.01777		|	0.46916	(0.0)
328	|	19.0603		|	11.7142	(+/-3.27348)	|	1.22701	(+/-0.74815)	|	1.09241		|	0.45951	(1e-05)
329	|	18.19569		|	11.66724	(+/-3.20121)	|	1.31846	(+/-0.80645)	|	1.04285		|	0.44883	(1e-05)
330	|	17.74121		|	11.61861	(+/-3.1648)	|	1.12458	(+/-0.77809)	|	1.01681		|	0.39968	(0.0001)
331	|	17.7289		|	11.67873	(+/-3.17605)	|	1.17621	(+/-0.76406)	|	1.0161		|	0.42042	(4e-05)
332	|	18.15343		|	11.62118	(+/-3.22415)	|	1.29607	(+/-0.84116)	|	1.04043		|	0.46348	(0.0)
333	|	17.78932		|	11.62394	(+/-3.15479)	|	1.25871	(+/-0.80087)	|	1.01956		|	0.43074	(3e-05)
334	|	17.50454		|	11.62688	(+/-3.18642)	|	1.22139	(+/-0.77475)	|	1.00324		|	0.36869	(0.00038)
335	|	17.51249		|	11.57647	(+/-3.1436)	|	1.10505	(+/-0.76157)	|	1.0037		|	0.40808	(7e-05)
336	|	17.94185		|	11.72611	(+/-3.23468)	|	1.32189	(+/-0.84524)	|	1.0283		|	0.4306	(3e-05)
337	|	18.03632		|	11.72878	(+/-3.1754)	|	1.2416	(+/-0.85173)	|	1.03372		|	0.47714	(0.0)
338	|	17.6126		|	11.64507	(+/-3.1966)	|	1.2007	(+/-0.84664)	|	1.00943		|	0.3911	(0.00015)
339	|	17.49869		|	11.57974	(+/-3.09875)	|	1.16639	(+/-0.65538)	|	1.00291		|	0.33274	(0.00144)
340	|	18.17675		|	11.71333	(+/-3.21488)	|	1.14868	(+/-0.7671)	|	1.04177		|	0.36363	(0.00046)
341	|	17.96237		|	11.61773	(+/-3.16029)	|	1.179	(+/-0.83706)	|	1.02948		|	0.36928	(0.00037)
342	|	17.72953		|	11.62935	(+/-3.16138)	|	1.10035	(+/-0.74451)	|	1.01614		|	0.39792	(0.00011)
343	|	18.51769		|	11.67607	(+/-3.22792)	|	1.13468	(+/-0.80728)	|	1.06131		|	0.4224	(4e-05)
344	|	18.59795		|	11.64677	(+/-3.19879)	|	1.31339	(+/-0.75816)	|	1.06591		|	0.44534	(1e-05)
345	|	17.91731		|	11.69357	(+/-3.19514)	|	1.35408	(+/-0.86292)	|	1.0269		|	0.46136	(1e-05)
346	|	17.92913		|	11.63339	(+/-3.17002)	|	1.1621	(+/-0.78952)	|	1.02758		|	0.39677	(0.00012)
347	|	17.82663		|	11.6552	(+/-3.15789)	|	1.23882	(+/-0.82407)	|	1.0217		|	0.43897	(2e-05)
348	|	18.26464		|	11.70119	(+/-3.21802)	|	1.19086	(+/-0.82286)	|	1.04681		|	0.44	(2e-05)
349	|	17.9363		|	11.69942	(+/-3.08865)	|	1.1661	(+/-0.69934)	|	1.02799		|	0.35466	(0.00065)
350	|	17.71028		|	11.71001	(+/-3.19752)	|	1.17602	(+/-0.68781)	|	1.01503		|	0.40704	(8e-05)
351	|	17.72311		|	11.59558	(+/-3.12565)	|	1.21855	(+/-0.7238)	|	1.01577		|	0.38821	(0.00017)
352	|	17.82355		|	11.60511	(+/-3.16152)	|	1.18682	(+/-0.77882)	|	1.02152		|	0.45171	(1e-05)
353	|	17.29343		|	11.59126	(+/-3.13131)	|	1.07387	(+/-0.7507)	|	0.99114		|	0.43573	(2e-05)
354	|	17.69561		|	11.65736	(+/-3.12654)	|	1.16447	(+/-0.82368)	|	1.01419		|	0.34219	(0.00103)
355	|	17.70201		|	11.62905	(+/-3.14724)	|	1.33118	(+/-0.76975)	|	1.01456		|	0.40224	(9e-05)
356	|	17.33784		|	11.6189	(+/-3.15678)	|	1.21008	(+/-0.7514)	|	0.99369		|	0.41821	(5e-05)
357	|	17.73772		|	11.69829	(+/-3.16571)	|	1.21399	(+/-0.78995)	|	1.01661		|	0.46243	(1e-05)
358	|	18.23853		|	11.7434	(+/-3.14629)	|	1.14632	(+/-0.76461)	|	1.04531		|	0.34367	(0.00098)
359	|	18.10868		|	11.68414	(+/-3.20428)	|	1.24751	(+/-0.69468)	|	1.03787		|	0.4942	(0.0)
360	|	17.6784		|	11.61658	(+/-3.15865)	|	1.2648	(+/-0.74539)	|	1.01321		|	0.3947	(0.00013)
361	|	18.10577		|	11.68318	(+/-3.16324)	|	1.22454	(+/-0.7224)	|	1.0377		|	0.34902	(0.0008)
362	|	17.77093		|	11.55599	(+/-3.12279)	|	1.23151	(+/-0.77862)	|	1.01851		|	0.44623	(1e-05)
363	|	17.73026		|	11.6682	(+/-3.11932)	|	1.28912	(+/-0.84796)	|	1.01618		|	0.3388	(0.00116)
364	|	17.68746		|	11.6394	(+/-3.20097)	|	1.24329	(+/-0.86653)	|	1.01372		|	0.45426	(1e-05)
365	|	17.86949		|	11.62573	(+/-3.19428)	|	1.242	(+/-0.85351)	|	1.02416		|	0.46297	(0.0)
366	|	18.14901		|	11.64847	(+/-3.23192)	|	1.18901	(+/-0.74047)	|	1.04018		|	0.43624	(2e-05)
367	|	17.67789		|	11.62917	(+/-3.20745)	|	1.30852	(+/-0.8032)	|	1.01318		|	0.49503	(0.0)
368	|	17.90296		|	11.64686	(+/-3.20471)	|	1.19938	(+/-0.80356)	|	1.02608		|	0.56449	(0.0)
369	|	17.5259		|	11.58408	(+/-3.15588)	|	1.19001	(+/-0.87575)	|	1.00447		|	0.43339	(2e-05)
370	|	17.41855		|	11.63622	(+/-3.16753)	|	1.26447	(+/-0.80991)	|	0.99831		|	0.51369	(0.0)
371	|	17.3502		|	11.58639	(+/-3.12678)	|	1.19775	(+/-0.74839)	|	0.9944		|	0.47928	(0.0)
372	|	17.94609		|	11.68765	(+/-3.19887)	|	1.22054	(+/-0.8716)	|	1.02855		|	0.47848	(0.0)
373	|	17.51386		|	11.70111	(+/-3.13453)	|	1.25449	(+/-0.67625)	|	1.00378		|	0.45742	(1e-05)
374	|	17.72157		|	11.67845	(+/-3.17223)	|	1.08849	(+/-0.70551)	|	1.01568		|	0.43587	(2e-05)
375	|	17.90086		|	11.59452	(+/-3.15819)	|	1.14348	(+/-0.77553)	|	1.02596		|	0.50001	(0.0)
376	|	17.48422		|	11.66338	(+/-3.14566)	|	1.237	(+/-0.75086)	|	1.00208		|	0.46632	(0.0)
377	|	17.54018		|	11.68674	(+/-3.19836)	|	1.19348	(+/-0.74172)	|	1.00528		|	0.4963	(0.0)
378	|	17.61061		|	11.61073	(+/-3.13279)	|	1.1768	(+/-0.70842)	|	1.00932		|	0.45512	(1e-05)
379	|	17.7461		|	11.64018	(+/-3.13584)	|	1.29989	(+/-0.74216)	|	1.01709		|	0.50325	(0.0)
380	|	17.57118		|	11.66996	(+/-3.12491)	|	1.16011	(+/-0.74523)	|	1.00706		|	0.44238	(1e-05)
381	|	17.44809		|	11.64702	(+/-3.12355)	|	1.21294	(+/-0.72815)	|	1.00001		|	0.46959	(0.0)
382	|	18.18045		|	11.63556	(+/-3.15788)	|	1.20589	(+/-0.71717)	|	1.04198		|	0.42125	(4e-05)
383	|	18.48653		|	11.73037	(+/-3.20646)	|	1.24626	(+/-0.75943)	|	1.05952		|	0.41413	(5e-05)
384	|	17.58535		|	11.69646	(+/-3.19525)	|	1.21158	(+/-0.79727)	|	1.00787		|	0.47101	(0.0)
385	|	17.3408		|	11.61259	(+/-3.18553)	|	1.16155	(+/-0.82581)	|	0.99386		|	0.43812	(2e-05)
386	|	17.80729		|	11.64663	(+/-3.16835)	|	1.28618	(+/-0.84942)	|	1.02059		|	0.47255	(0.0)
387	|	17.91498		|	11.65474	(+/-3.21869)	|	1.36294	(+/-0.89937)	|	1.02676		|	0.49324	(0.0)
388	|	18.34013		|	11.66653	(+/-3.16867)	|	1.26556	(+/-0.76845)	|	1.05113		|	0.46795	(0.0)
389	|	17.8606		|	11.61846	(+/-3.16052)	|	1.28104	(+/-0.78677)	|	1.02365		|	0.44405	(1e-05)
390	|	17.78436		|	11.60855	(+/-3.15952)	|	1.1962	(+/-0.83072)	|	1.01928		|	0.4735	(0.0)
391	|	17.58699		|	11.557	(+/-3.14597)	|	1.11663	(+/-0.69255)	|	1.00797		|	0.44371	(1e-05)
392	|	17.7957		|	11.63487	(+/-3.1594)	|	1.30508	(+/-0.7491)	|	1.01993		|	0.45448	(1e-05)
393	|	18.30623		|	11.62523	(+/-3.19491)	|	1.31631	(+/-0.78656)	|	1.04919		|	0.39399	(0.00013)
394	|	17.79931		|	11.63531	(+/-3.12661)	|	1.28307	(+/-0.78306)	|	1.02014		|	0.47748	(0.0)
395	|	17.76503		|	11.58644	(+/-3.15389)	|	1.21205	(+/-0.80394)	|	1.01817		|	0.44442	(1e-05)
396	|	17.41013		|	11.63575	(+/-3.18209)	|	1.26139	(+/-0.79755)	|	0.99783		|	0.49803	(0.0)
397	|	17.61281		|	11.60381	(+/-3.12433)	|	1.24724	(+/-0.74294)	|	1.00945		|	0.43025	(3e-05)
398	|	17.98948		|	11.6459	(+/-3.1523)	|	1.15952	(+/-0.74974)	|	1.03103		|	0.45009	(1e-05)
399	|	17.72629		|	11.5847	(+/-3.19296)	|	1.22805	(+/-0.75271)	|	1.01595		|	0.40501	(8e-05)
400	|	17.48547		|	11.6131	(+/-3.07869)	|	1.2476	(+/-0.79788)	|	1.00215		|	0.43291	(2e-05)
401	|	17.53349		|	11.65897	(+/-3.14771)	|	1.1502	(+/-0.72286)	|	1.0049		|	0.4201	(4e-05)
402	|	17.90993		|	11.65962	(+/-3.13479)	|	1.2456	(+/-0.85215)	|	1.02648		|	0.4548	(1e-05)
403	|	17.57971		|	11.66178	(+/-3.15692)	|	1.23519	(+/-0.82668)	|	1.00755		|	0.4783	(0.0)
404	|	17.57677		|	11.59179	(+/-3.13992)	|	1.12823	(+/-0.68738)	|	1.00738		|	0.4281	(3e-05)
405	|	17.81804		|	11.63292	(+/-3.14213)	|	1.27254	(+/-0.78504)	|	1.02121		|	0.47354	(0.0)
406	|	17.66526		|	11.57278	(+/-3.15692)	|	1.12079	(+/-0.69162)	|	1.01245		|	0.41342	(6e-05)
407	|	17.68818		|	11.66008	(+/-3.17007)	|	1.11271	(+/-0.69726)	|	1.01377		|	0.38356	(0.00021)
408	|	17.68701		|	11.6716	(+/-3.15621)	|	1.20741	(+/-0.76704)	|	1.0137		|	0.46511	(0.0)
409	|	17.91074		|	11.63539	(+/-3.12627)	|	1.2961	(+/-0.76895)	|	1.02652		|	0.44409	(1e-05)
410	|	18.08293		|	11.65922	(+/-3.11498)	|	1.19951	(+/-0.8696)	|	1.03639		|	0.49187	(0.0)
411	|	17.50044		|	11.6059	(+/-3.13675)	|	1.12131	(+/-0.71908)	|	1.00301		|	0.49473	(0.0)
412	|	17.6684		|	11.69425	(+/-3.15888)	|	1.20764	(+/-0.68555)	|	1.01263		|	0.41089	(6e-05)
413	|	17.46314		|	11.63306	(+/-3.11195)	|	1.14531	(+/-0.68424)	|	1.00087		|	0.46016	(1e-05)
414	|	17.45873		|	11.73418	(+/-3.08352)	|	1.34326	(+/-0.76841)	|	1.00062		|	0.37142	(0.00034)
415	|	17.57439		|	11.60662	(+/-3.12331)	|	1.2892	(+/-0.77166)	|	1.00724		|	0.47671	(0.0)
416	|	17.23016		|	11.56193	(+/-3.07923)	|	1.19603	(+/-0.72649)	|	0.98752		|	0.43667	(2e-05)
417	|	17.63973		|	11.6104	(+/-3.10991)	|	1.1194	(+/-0.76523)	|	1.01099		|	0.38513	(0.00019)
418	|	17.80832		|	11.63977	(+/-3.14942)	|	1.20682	(+/-0.69829)	|	1.02065		|	0.34919	(0.0008)
419	|	17.55189		|	11.64494	(+/-3.11643)	|	1.27896	(+/-0.80712)	|	1.00595		|	0.42307	(4e-05)
420	|	16.95562		|	11.55088	(+/-3.11239)	|	1.17694	(+/-0.71925)	|	0.97178		|	0.40122	(0.0001)
421	|	17.10434		|	11.57224	(+/-3.10544)	|	1.23846	(+/-0.79899)	|	0.9803		|	0.38216	(0.00022)
422	|	17.73994		|	11.65608	(+/-3.09654)	|	1.28499	(+/-0.83498)	|	1.01673		|	0.42208	(4e-05)
423	|	17.91138		|	11.55259	(+/-3.14845)	|	1.26429	(+/-0.75866)	|	1.02656		|	0.38503	(0.00019)
424	|	17.53462		|	11.61176	(+/-3.19723)	|	1.13223	(+/-0.72578)	|	1.00497		|	0.40734	(7e-05)
425	|	17.53045		|	11.65947	(+/-3.08713)	|	1.28317	(+/-0.75554)	|	1.00473		|	0.40447	(8e-05)
426	|	17.55823		|	11.6124	(+/-3.10592)	|	1.21542	(+/-0.7021)	|	1.00632		|	0.39971	(0.0001)
427	|	17.72443		|	11.64539	(+/-3.12237)	|	1.31389	(+/-0.723)	|	1.01584		|	0.47788	(0.0)
428	|	17.52954		|	11.56415	(+/-3.10946)	|	1.24356	(+/-0.78092)	|	1.00467		|	0.40578	(8e-05)
429	|	17.33147		|	11.58953	(+/-3.10381)	|	1.23528	(+/-0.71979)	|	0.99332		|	0.36762	(0.00039)
430	|	17.32814		|	11.55373	(+/-3.09697)	|	1.21743	(+/-0.83574)	|	0.99313		|	0.40243	(9e-05)
431	|	17.38226		|	11.56809	(+/-3.07577)	|	1.33626	(+/-0.80108)	|	0.99623		|	0.44946	(1e-05)
