Conf|	Rayon Giration	|	Distance		|		RMSD		|	Ratio Giration	|	Correlation	(p-value)
REF	|	17.44799		|			0
1505	|	18.51865		|	11.79687	(+/-3.17036)	|	1.78114	(+/-0.84654)	|	1.06136		|	0.51546	(0.0)
1506	|	18.98734		|	11.82875	(+/-3.1377)	|	1.71603	(+/-0.81813)	|	1.08822		|	0.42401	(3e-05)
1507	|	19.1284		|	11.84412	(+/-3.23401)	|	1.80272	(+/-0.91525)	|	1.09631		|	0.49766	(0.0)
1508	|	18.73773		|	11.83392	(+/-3.19187)	|	1.62958	(+/-0.83387)	|	1.07392		|	0.57381	(0.0)
1509	|	19.23967		|	11.82014	(+/-3.26115)	|	1.76576	(+/-0.93507)	|	1.10269		|	0.52507	(0.0)
1510	|	19.44234		|	11.84078	(+/-3.26186)	|	1.90409	(+/-0.94738)	|	1.1143		|	0.57146	(0.0)
1511	|	18.90987		|	11.72867	(+/-3.25675)	|	1.53763	(+/-0.78234)	|	1.08378		|	0.48655	(0.0)
1512	|	18.68204		|	11.84538	(+/-3.18277)	|	1.71888	(+/-0.82909)	|	1.07073		|	0.49491	(0.0)
1513	|	18.95733		|	11.75655	(+/-3.16463)	|	1.62351	(+/-0.71515)	|	1.0865		|	0.46355	(0.0)
1514	|	18.20684		|	11.71677	(+/-3.12397)	|	1.60476	(+/-0.70775)	|	1.04349		|	0.40389	(9e-05)
1515	|	18.90187		|	11.71114	(+/-3.16213)	|	1.7642	(+/-0.84418)	|	1.08333		|	0.42326	(4e-05)
1516	|	19.07734		|	11.8349	(+/-3.22866)	|	1.75266	(+/-0.90136)	|	1.09338		|	0.58099	(0.0)
1517	|	19.94349		|	11.92252	(+/-3.26287)	|	1.83424	(+/-0.89511)	|	1.14303		|	0.59461	(0.0)
1518	|	19.07875		|	11.85644	(+/-3.1776)	|	1.77827	(+/-0.85098)	|	1.09346		|	0.5567	(0.0)
1519	|	19.50756		|	11.84041	(+/-3.23841)	|	1.64348	(+/-0.83373)	|	1.11804		|	0.50345	(0.0)
1520	|	19.03653		|	11.74838	(+/-3.15372)	|	1.49136	(+/-0.7341)	|	1.09104		|	0.4291	(3e-05)
1521	|	19.06192		|	11.8227	(+/-3.14058)	|	1.66209	(+/-0.80688)	|	1.0925		|	0.44968	(1e-05)
1522	|	18.88789		|	11.72739	(+/-3.14039)	|	1.65199	(+/-0.73868)	|	1.08253		|	0.47273	(0.0)
1523	|	19.14378		|	11.77001	(+/-3.19303)	|	1.74233	(+/-0.79861)	|	1.09719		|	0.45517	(1e-05)
1524	|	18.97097		|	11.75976	(+/-3.16538)	|	1.606	(+/-0.79019)	|	1.08729		|	0.53035	(0.0)
1525	|	19.17613		|	11.85317	(+/-3.22313)	|	1.83762	(+/-0.88712)	|	1.09905		|	0.57487	(0.0)
1526	|	19.20047		|	11.74724	(+/-3.26275)	|	1.68484	(+/-0.81757)	|	1.10044		|	0.54903	(0.0)
1527	|	19.22906		|	11.86195	(+/-3.21416)	|	1.65373	(+/-0.76925)	|	1.10208		|	0.47348	(0.0)
1528	|	18.75029		|	11.80501	(+/-3.16924)	|	1.58111	(+/-0.79301)	|	1.07464		|	0.44039	(2e-05)
1529	|	18.98197		|	11.86223	(+/-3.21227)	|	1.54488	(+/-0.74281)	|	1.08792		|	0.48389	(0.0)
1530	|	19.27398		|	11.86188	(+/-3.22683)	|	1.61217	(+/-0.77375)	|	1.10465		|	0.54196	(0.0)
1531	|	19.10018		|	11.74231	(+/-3.24799)	|	1.66412	(+/-0.79902)	|	1.09469		|	0.55227	(0.0)
1532	|	19.27073		|	11.78115	(+/-3.26215)	|	1.90885	(+/-0.89145)	|	1.10447		|	0.55363	(0.0)
1533	|	19.28417		|	11.83836	(+/-3.2546)	|	1.64415	(+/-0.74914)	|	1.10524		|	0.49619	(0.0)
1534	|	19.23937		|	11.7912	(+/-3.20813)	|	1.76179	(+/-0.80197)	|	1.10267		|	0.56539	(0.0)
1535	|	18.66549		|	11.79263	(+/-3.19243)	|	1.64099	(+/-0.79368)	|	1.06978		|	0.45247	(1e-05)
1536	|	19.49789		|	11.76986	(+/-3.30586)	|	1.77109	(+/-0.85429)	|	1.11749		|	0.51224	(0.0)
1537	|	19.10729		|	11.77283	(+/-3.26369)	|	1.7091	(+/-0.80731)	|	1.0951		|	0.52929	(0.0)
1538	|	19.78427		|	11.84564	(+/-3.30869)	|	1.83144	(+/-0.91323)	|	1.1339		|	0.56756	(0.0)
1539	|	19.16749		|	11.78862	(+/-3.21415)	|	1.7001	(+/-0.79546)	|	1.09855		|	0.5437	(0.0)
1540	|	18.93587		|	11.75153	(+/-3.27135)	|	1.69986	(+/-0.80672)	|	1.08528		|	0.54522	(0.0)
1541	|	19.37326		|	11.8885	(+/-3.28692)	|	1.68783	(+/-0.82511)	|	1.11034		|	0.49726	(0.0)
1542	|	19.19296		|	11.78497	(+/-3.29036)	|	1.62508	(+/-0.82149)	|	1.10001		|	0.49449	(0.0)
1543	|	19.44087		|	11.7448	(+/-3.2551)	|	1.56527	(+/-0.81444)	|	1.11422		|	0.49034	(0.0)
1544	|	18.99228		|	11.76084	(+/-3.17067)	|	1.54353	(+/-0.82943)	|	1.08851		|	0.49326	(0.0)
1545	|	18.86882		|	11.6939	(+/-3.12933)	|	1.58194	(+/-0.87308)	|	1.08143		|	0.4875	(0.0)
1546	|	19.38818		|	11.79071	(+/-3.25861)	|	1.69427	(+/-0.88637)	|	1.1112		|	0.51005	(0.0)
1547	|	18.75562		|	11.67593	(+/-3.22117)	|	1.59491	(+/-0.80825)	|	1.07494		|	0.48719	(0.0)
1548	|	18.46184		|	11.70573	(+/-3.17872)	|	1.55329	(+/-0.78568)	|	1.05811		|	0.54282	(0.0)
1549	|	18.32111		|	11.66753	(+/-3.22249)	|	1.58171	(+/-0.80858)	|	1.05004		|	0.56778	(0.0)
1550	|	18.30196		|	11.67624	(+/-3.21682)	|	1.48569	(+/-0.75667)	|	1.04894		|	0.51038	(0.0)
1551	|	18.71905		|	11.82321	(+/-3.29702)	|	1.75381	(+/-0.86379)	|	1.07285		|	0.59912	(0.0)
1552	|	18.93341		|	11.74521	(+/-3.21654)	|	1.629	(+/-0.89196)	|	1.08513		|	0.56112	(0.0)
1553	|	18.63293		|	11.77586	(+/-3.23351)	|	1.72168	(+/-0.92245)	|	1.06791		|	0.53523	(0.0)
1554	|	18.48019		|	11.76422	(+/-3.18153)	|	1.57901	(+/-0.80268)	|	1.05916		|	0.59016	(0.0)
1555	|	18.60946		|	11.72947	(+/-3.19777)	|	1.72503	(+/-0.85287)	|	1.06657		|	0.52749	(0.0)
1556	|	18.23666		|	11.71036	(+/-3.20077)	|	1.67687	(+/-0.87793)	|	1.0452		|	0.57071	(0.0)
1557	|	18.57774		|	11.73304	(+/-3.25592)	|	1.69972	(+/-0.87347)	|	1.06475		|	0.57396	(0.0)
1558	|	18.86035		|	11.88786	(+/-3.18111)	|	1.84268	(+/-0.9474)	|	1.08095		|	0.49046	(0.0)
1559	|	18.43448		|	11.79942	(+/-3.16242)	|	1.68356	(+/-0.91391)	|	1.05654		|	0.49196	(0.0)
1560	|	18.36		|	11.73283	(+/-3.14412)	|	1.54194	(+/-0.85372)	|	1.05227		|	0.57097	(0.0)
1561	|	18.20848		|	11.73278	(+/-3.2079)	|	1.64377	(+/-0.83625)	|	1.04359		|	0.46059	(1e-05)
1562	|	18.91971		|	11.77585	(+/-3.20143)	|	1.56711	(+/-0.86873)	|	1.08435		|	0.53341	(0.0)
1563	|	18.4195		|	11.74482	(+/-3.20253)	|	1.57771	(+/-0.88781)	|	1.05568		|	0.55805	(0.0)
1564	|	18.77819		|	11.83513	(+/-3.27845)	|	1.78322	(+/-0.92767)	|	1.07624		|	0.46934	(0.0)
1565	|	17.93184		|	11.76147	(+/-3.18625)	|	1.57577	(+/-0.84781)	|	1.02773		|	0.52932	(0.0)
1566	|	18.16514		|	11.72371	(+/-3.18947)	|	1.52339	(+/-0.8109)	|	1.0411		|	0.51999	(0.0)
1567	|	18.20387		|	11.69516	(+/-3.18238)	|	1.72599	(+/-0.86661)	|	1.04332		|	0.53088	(0.0)
1568	|	18.3269		|	11.78021	(+/-3.16437)	|	1.55611	(+/-0.87316)	|	1.05037		|	0.55908	(0.0)
1569	|	18.63224		|	11.85817	(+/-3.16791)	|	1.75832	(+/-0.98624)	|	1.06787		|	0.52853	(0.0)
1570	|	18.70027		|	11.79748	(+/-3.1953)	|	1.65916	(+/-0.89444)	|	1.07177		|	0.48539	(0.0)
1571	|	18.39054		|	11.77263	(+/-3.19821)	|	1.62433	(+/-0.93618)	|	1.05402		|	0.47977	(0.0)
1572	|	18.46316		|	11.7887	(+/-3.17248)	|	1.65312	(+/-0.94552)	|	1.05818		|	0.55282	(0.0)
1573	|	18.56758		|	11.76467	(+/-3.22629)	|	1.70858	(+/-0.99763)	|	1.06417		|	0.47312	(0.0)
1574	|	18.20761		|	11.75743	(+/-3.18033)	|	1.73803	(+/-0.96352)	|	1.04354		|	0.51952	(0.0)
1575	|	18.53139		|	11.72994	(+/-3.21666)	|	1.67565	(+/-0.9313)	|	1.06209		|	0.50902	(0.0)
1576	|	18.45577		|	11.74484	(+/-3.20613)	|	1.61187	(+/-0.8742)	|	1.05776		|	0.46049	(1e-05)
1577	|	18.46489		|	11.78832	(+/-3.18886)	|	1.82728	(+/-1.01118)	|	1.05828		|	0.5543	(0.0)
1578	|	19.09867		|	11.82775	(+/-3.29049)	|	1.94953	(+/-1.033)	|	1.09461		|	0.5795	(0.0)
1579	|	18.87377		|	11.84348	(+/-3.33148)	|	1.83256	(+/-0.99813)	|	1.08172		|	0.54919	(0.0)
1580	|	18.94518		|	11.78103	(+/-3.28629)	|	1.82138	(+/-1.01294)	|	1.08581		|	0.55885	(0.0)
1581	|	18.83478		|	11.78596	(+/-3.26532)	|	1.62145	(+/-0.9241)	|	1.07948		|	0.54514	(0.0)
1582	|	18.79337		|	11.79249	(+/-3.27279)	|	1.80825	(+/-0.93566)	|	1.07711		|	0.53802	(0.0)
1583	|	19.5269		|	11.883	(+/-3.35003)	|	2.03286	(+/-1.0645)	|	1.11915		|	0.56381	(0.0)
1584	|	18.91678		|	11.77487	(+/-3.27088)	|	1.7315	(+/-0.96648)	|	1.08418		|	0.56719	(0.0)
1585	|	19.2538		|	11.75149	(+/-3.3047)	|	1.78315	(+/-0.99271)	|	1.1035		|	0.54126	(0.0)
1586	|	19.01859		|	11.80131	(+/-3.26768)	|	1.81682	(+/-1.01323)	|	1.09002		|	0.53228	(0.0)
1587	|	18.66668		|	11.74182	(+/-3.21943)	|	1.62917	(+/-0.87111)	|	1.06985		|	0.54942	(0.0)
1588	|	18.70454		|	11.73837	(+/-3.22165)	|	1.66974	(+/-0.96844)	|	1.07202		|	0.52245	(0.0)
1589	|	19.33753		|	11.76746	(+/-3.28545)	|	1.92811	(+/-1.09697)	|	1.1083		|	0.53175	(0.0)
1590	|	19.28619		|	11.80061	(+/-3.24697)	|	1.73733	(+/-0.97647)	|	1.10535		|	0.53227	(0.0)
1591	|	19.21396		|	11.77204	(+/-3.24547)	|	1.71679	(+/-0.97117)	|	1.10121		|	0.54257	(0.0)
1592	|	19.0024		|	11.80478	(+/-3.27554)	|	1.66626	(+/-0.92669)	|	1.08909		|	0.54719	(0.0)
1593	|	18.50234		|	11.69204	(+/-3.19129)	|	1.63967	(+/-0.86513)	|	1.06043		|	0.52852	(0.0)
1594	|	18.88576		|	11.7544	(+/-3.22858)	|	1.57963	(+/-0.88625)	|	1.0824		|	0.54438	(0.0)
1595	|	18.8581		|	11.75158	(+/-3.2143)	|	1.51522	(+/-0.88507)	|	1.08082		|	0.4589	(1e-05)
1596	|	18.84919		|	11.82691	(+/-3.20647)	|	1.61072	(+/-0.86941)	|	1.08031		|	0.51256	(0.0)
1597	|	18.90542		|	11.82845	(+/-3.25199)	|	1.66871	(+/-0.93965)	|	1.08353		|	0.50563	(0.0)
1598	|	18.92554		|	11.79985	(+/-3.22325)	|	1.6831	(+/-0.91255)	|	1.08468		|	0.50802	(0.0)
1599	|	19.12896		|	11.84866	(+/-3.26589)	|	1.76012	(+/-0.86036)	|	1.09634		|	0.52134	(0.0)
1600	|	18.87463		|	11.78134	(+/-3.21379)	|	1.60999	(+/-0.82965)	|	1.08177		|	0.54287	(0.0)
1601	|	18.65436		|	11.7541	(+/-3.23087)	|	1.63556	(+/-0.84552)	|	1.06914		|	0.51162	(0.0)
1602	|	18.53241		|	11.73765	(+/-3.21027)	|	1.54465	(+/-0.83638)	|	1.06215		|	0.47178	(0.0)
1603	|	18.7143		|	11.76639	(+/-3.20636)	|	1.51346	(+/-0.86485)	|	1.07258		|	0.53345	(0.0)
1604	|	19.64383		|	11.74545	(+/-3.27331)	|	1.65079	(+/-0.83174)	|	1.12585		|	0.6156	(0.0)
1605	|	18.74795		|	11.71035	(+/-3.16618)	|	1.61227	(+/-0.80578)	|	1.07451		|	0.56209	(0.0)
1606	|	19.10388		|	11.80294	(+/-3.19696)	|	1.60819	(+/-0.78361)	|	1.0949		|	0.57566	(0.0)
1607	|	18.9203		|	11.7823	(+/-3.21508)	|	1.64081	(+/-0.90369)	|	1.08438		|	0.5068	(0.0)
1608	|	18.95946		|	11.77698	(+/-3.1996)	|	1.73974	(+/-0.81547)	|	1.08663		|	0.58192	(0.0)
1609	|	18.68641		|	11.81461	(+/-3.22683)	|	1.48822	(+/-0.7297)	|	1.07098		|	0.54836	(0.0)
1610	|	18.32535		|	11.77208	(+/-3.22852)	|	1.50109	(+/-0.81391)	|	1.05028		|	0.47267	(0.0)
1611	|	18.31634		|	11.72079	(+/-3.16416)	|	1.53913	(+/-0.76823)	|	1.04977		|	0.55677	(0.0)
1612	|	19.20445		|	11.70535	(+/-3.24939)	|	1.57076	(+/-0.87464)	|	1.10067		|	0.60812	(0.0)
1613	|	18.59797		|	11.72323	(+/-3.20645)	|	1.57581	(+/-0.76006)	|	1.06591		|	0.50941	(0.0)
1614	|	18.69568		|	11.70077	(+/-3.20714)	|	1.41602	(+/-0.7876)	|	1.07151		|	0.57051	(0.0)
1615	|	18.24856		|	11.68726	(+/-3.15585)	|	1.39582	(+/-0.72395)	|	1.04588		|	0.56962	(0.0)
1616	|	19.01706		|	11.72831	(+/-3.22251)	|	1.5493	(+/-0.85538)	|	1.08993		|	0.59191	(0.0)
1617	|	19.11801		|	11.7589	(+/-3.25391)	|	1.69374	(+/-0.95438)	|	1.09571		|	0.58612	(0.0)
1618	|	19.23943		|	11.78718	(+/-3.27623)	|	1.79091	(+/-0.98525)	|	1.10267		|	0.58794	(0.0)
1619	|	19.13726		|	11.80344	(+/-3.24202)	|	1.65765	(+/-0.92357)	|	1.09682		|	0.58003	(0.0)
1620	|	19.06099		|	11.74275	(+/-3.2381)	|	1.68498	(+/-0.92664)	|	1.09245		|	0.56287	(0.0)
1621	|	18.25511		|	11.71833	(+/-3.17498)	|	1.55734	(+/-0.84432)	|	1.04626		|	0.58357	(0.0)
1622	|	19.05191		|	11.77067	(+/-3.25076)	|	1.72441	(+/-0.9781)	|	1.09193		|	0.59831	(0.0)
1623	|	19.35426		|	11.75246	(+/-3.24229)	|	1.64481	(+/-0.91062)	|	1.10925		|	0.53714	(0.0)
1624	|	19.35858		|	11.79863	(+/-3.24746)	|	1.53174	(+/-0.87456)	|	1.1095		|	0.53666	(0.0)
1625	|	18.92866		|	11.8271	(+/-3.1921)	|	1.5593	(+/-0.85039)	|	1.08486		|	0.45498	(1e-05)
1626	|	19.00662		|	11.77306	(+/-3.18986)	|	1.59734	(+/-0.85294)	|	1.08933		|	0.58017	(0.0)
1627	|	18.68825		|	11.79297	(+/-3.17716)	|	1.52671	(+/-0.8362)	|	1.07108		|	0.55614	(0.0)
1628	|	19.22693		|	11.76615	(+/-3.24568)	|	1.70566	(+/-0.98387)	|	1.10196		|	0.59779	(0.0)
1629	|	18.64033		|	11.79384	(+/-3.26422)	|	1.54142	(+/-0.87962)	|	1.06834		|	0.5353	(0.0)
1630	|	18.55566		|	11.74177	(+/-3.17155)	|	1.45428	(+/-0.81124)	|	1.06348		|	0.4522	(1e-05)
1631	|	18.24999		|	11.79542	(+/-3.21346)	|	1.45574	(+/-0.75871)	|	1.04597		|	0.54222	(0.0)
1632	|	19.10835		|	11.76653	(+/-3.17301)	|	1.54094	(+/-0.82201)	|	1.09516		|	0.58305	(0.0)
1633	|	18.88706		|	11.81554	(+/-3.17937)	|	1.60998	(+/-0.86806)	|	1.08248		|	0.45536	(1e-05)
1634	|	18.77889		|	11.80324	(+/-3.20455)	|	1.57622	(+/-0.85716)	|	1.07628		|	0.52211	(0.0)
1635	|	18.85425		|	11.72708	(+/-3.22644)	|	1.49645	(+/-0.76444)	|	1.0806		|	0.51197	(0.0)
1636	|	18.39083		|	11.70111	(+/-3.18604)	|	1.42447	(+/-0.72205)	|	1.05404		|	0.5493	(0.0)
1637	|	18.35957		|	11.81265	(+/-3.15407)	|	1.54009	(+/-0.76426)	|	1.05225		|	0.49015	(0.0)
1638	|	18.59189		|	11.74758	(+/-3.23126)	|	1.44161	(+/-0.88111)	|	1.06556		|	0.46583	(0.0)
1639	|	18.89436		|	11.79682	(+/-3.2249)	|	1.46767	(+/-0.88337)	|	1.0829		|	0.49182	(0.0)
1640	|	18.83853		|	11.68738	(+/-3.22627)	|	1.45462	(+/-0.80322)	|	1.0797		|	0.516	(0.0)
1641	|	18.82423		|	11.72543	(+/-3.22777)	|	1.48921	(+/-0.84699)	|	1.07888		|	0.50622	(0.0)
1642	|	18.69921		|	11.75016	(+/-3.18569)	|	1.47966	(+/-0.91132)	|	1.07171		|	0.46202	(1e-05)
1643	|	18.49272		|	11.73319	(+/-3.16406)	|	1.48586	(+/-0.79207)	|	1.05988		|	0.54015	(0.0)
1644	|	18.66418		|	11.75689	(+/-3.22156)	|	1.5067	(+/-0.77815)	|	1.0697		|	0.49884	(0.0)
1645	|	18.28313		|	11.6492	(+/-3.18902)	|	1.31481	(+/-0.76642)	|	1.04786		|	0.49645	(0.0)
1646	|	18.74864		|	11.69308	(+/-3.19452)	|	1.64358	(+/-0.89598)	|	1.07454		|	0.53938	(0.0)
1647	|	18.64107		|	11.72119	(+/-3.18327)	|	1.54363	(+/-0.82884)	|	1.06838		|	0.46891	(0.0)
1648	|	19.535		|	11.81451	(+/-3.26409)	|	1.70784	(+/-0.99822)	|	1.11961		|	0.46694	(0.0)
1649	|	19.14521		|	11.79684	(+/-3.2424)	|	1.61735	(+/-0.98633)	|	1.09727		|	0.53056	(0.0)
1650	|	19.00647		|	11.80313	(+/-3.21994)	|	1.69575	(+/-0.9184)	|	1.08932		|	0.41642	(5e-05)
1651	|	19.067		|	11.7239	(+/-3.26785)	|	1.50753	(+/-0.86306)	|	1.09279		|	0.53134	(0.0)
1652	|	19.11147		|	11.88434	(+/-3.2193)	|	1.72	(+/-0.92458)	|	1.09534		|	0.51347	(0.0)
1653	|	19.28997		|	11.88008	(+/-3.27875)	|	1.64815	(+/-0.98559)	|	1.10557		|	0.57376	(0.0)
1654	|	18.88183		|	11.76853	(+/-3.26395)	|	1.56678	(+/-0.8742)	|	1.08218		|	0.5648	(0.0)
1655	|	19.10403		|	11.79793	(+/-3.21044)	|	1.5578	(+/-0.85208)	|	1.09491		|	0.5184	(0.0)
1656	|	18.91193		|	11.79042	(+/-3.22471)	|	1.63875	(+/-0.8354)	|	1.0839		|	0.53837	(0.0)
1657	|	19.34755		|	11.78691	(+/-3.19231)	|	1.63121	(+/-0.87325)	|	1.10887		|	0.51719	(0.0)
1658	|	18.97147		|	11.75529	(+/-3.2185)	|	1.56906	(+/-0.87934)	|	1.08732		|	0.59236	(0.0)
1659	|	18.56594		|	11.74595	(+/-3.25331)	|	1.44293	(+/-0.79958)	|	1.06407		|	0.53709	(0.0)
1660	|	18.68275		|	11.78773	(+/-3.22203)	|	1.53811	(+/-0.84921)	|	1.07077		|	0.56965	(0.0)
1661	|	18.52955		|	11.73548	(+/-3.26283)	|	1.43017	(+/-0.83889)	|	1.06199		|	0.50029	(0.0)
1662	|	18.57693		|	11.74602	(+/-3.24774)	|	1.46289	(+/-0.77564)	|	1.0647		|	0.54323	(0.0)
1663	|	19.01223		|	11.79547	(+/-3.22741)	|	1.69859	(+/-0.89158)	|	1.08965		|	0.54283	(0.0)
1664	|	18.24923		|	11.70846	(+/-3.20035)	|	1.49878	(+/-0.73588)	|	1.04592		|	0.48307	(0.0)
1665	|	18.35097		|	11.7369	(+/-3.1802)	|	1.53427	(+/-0.77224)	|	1.05175		|	0.54903	(0.0)
1666	|	18.32209		|	11.78936	(+/-3.17676)	|	1.68601	(+/-0.80854)	|	1.0501		|	0.52929	(0.0)
1667	|	18.64602		|	11.81929	(+/-3.25234)	|	1.69128	(+/-0.81169)	|	1.06866		|	0.5317	(0.0)
1668	|	18.69381		|	11.79664	(+/-3.22951)	|	1.61058	(+/-0.76576)	|	1.0714		|	0.5188	(0.0)
1669	|	18.49452		|	11.73801	(+/-3.23052)	|	1.64267	(+/-0.86833)	|	1.05998		|	0.51499	(0.0)
1670	|	18.24695		|	11.72415	(+/-3.16506)	|	1.60061	(+/-0.78982)	|	1.04579		|	0.52634	(0.0)
1671	|	19.43158		|	11.83459	(+/-3.29156)	|	1.73034	(+/-0.85452)	|	1.11369		|	0.50573	(0.0)
1672	|	18.19555		|	11.78755	(+/-3.15815)	|	1.59897	(+/-0.85321)	|	1.04285		|	0.47663	(0.0)
1673	|	17.83699		|	11.79664	(+/-3.13696)	|	1.51281	(+/-0.75154)	|	1.0223		|	0.54148	(0.0)
1674	|	17.78582		|	11.74556	(+/-3.12121)	|	1.61519	(+/-0.76045)	|	1.01936		|	0.55437	(0.0)
1675	|	18.61955		|	11.75711	(+/-3.18569)	|	1.68259	(+/-0.85831)	|	1.06715		|	0.55425	(0.0)
1676	|	17.87936		|	11.72971	(+/-3.13835)	|	1.5647	(+/-0.7419)	|	1.02472		|	0.53007	(0.0)
1677	|	18.57458		|	11.77459	(+/-3.21694)	|	1.69693	(+/-0.86177)	|	1.06457		|	0.53173	(0.0)
1678	|	18.77889		|	11.77238	(+/-3.18884)	|	1.78572	(+/-0.95625)	|	1.07628		|	0.59792	(0.0)
1679	|	18.48267		|	11.7834	(+/-3.14548)	|	1.69897	(+/-0.94412)	|	1.0593		|	0.50339	(0.0)
1680	|	18.41432		|	11.70464	(+/-3.13562)	|	1.64399	(+/-0.94991)	|	1.05538		|	0.59153	(0.0)
1681	|	18.70696		|	11.74564	(+/-3.20788)	|	1.65127	(+/-0.87392)	|	1.07216		|	0.57022	(0.0)
1682	|	18.61138		|	11.75412	(+/-3.19886)	|	1.83087	(+/-0.96099)	|	1.06668		|	0.55271	(0.0)
1683	|	18.27261		|	11.73896	(+/-3.11914)	|	1.72859	(+/-0.84714)	|	1.04726		|	0.55611	(0.0)
1684	|	18.36209		|	11.80013	(+/-3.16371)	|	1.61625	(+/-0.85162)	|	1.05239		|	0.62641	(0.0)
1685	|	18.72352		|	11.82368	(+/-3.14088)	|	1.7205	(+/-0.88411)	|	1.0731		|	0.55012	(0.0)
1686	|	17.9689		|	11.71109	(+/-3.14193)	|	1.6919	(+/-0.86055)	|	1.02985		|	0.60709	(0.0)
1687	|	18.03854		|	11.69847	(+/-3.09977)	|	1.56634	(+/-0.8349)	|	1.03385		|	0.56799	(0.0)
1688	|	18.35693		|	11.7462	(+/-3.15176)	|	1.50941	(+/-0.69818)	|	1.05209		|	0.48396	(0.0)
1689	|	18.9798		|	11.733	(+/-3.17621)	|	1.5144	(+/-0.78538)	|	1.08779		|	0.55002	(0.0)
1690	|	18.76162		|	11.76685	(+/-3.2294)	|	1.52117	(+/-0.84644)	|	1.07529		|	0.54529	(0.0)
1691	|	18.94436		|	11.68514	(+/-3.15579)	|	1.49682	(+/-0.84707)	|	1.08576		|	0.529	(0.0)
1692	|	18.55277		|	11.7401	(+/-3.19137)	|	1.59997	(+/-0.83996)	|	1.06332		|	0.57856	(0.0)
1693	|	18.64674		|	11.78122	(+/-3.2082)	|	1.51408	(+/-0.72359)	|	1.0687		|	0.59474	(0.0)
1694	|	18.43736		|	11.67696	(+/-3.20163)	|	1.51375	(+/-0.8283)	|	1.0567		|	0.63932	(0.0)
1695	|	18.38118		|	11.6789	(+/-3.15404)	|	1.45063	(+/-0.78405)	|	1.05348		|	0.54759	(0.0)
1696	|	18.83879		|	11.75939	(+/-3.26503)	|	1.69399	(+/-0.90398)	|	1.07971		|	0.59041	(0.0)
1697	|	19.13983		|	11.66327	(+/-3.20763)	|	1.54655	(+/-0.80736)	|	1.09696		|	0.61132	(0.0)
1698	|	18.69503		|	11.78005	(+/-3.25147)	|	1.62478	(+/-0.79441)	|	1.07147		|	0.5785	(0.0)
1699	|	18.26306		|	11.72285	(+/-3.1596)	|	1.60278	(+/-0.88612)	|	1.04671		|	0.49232	(0.0)
1700	|	18.59684		|	11.70751	(+/-3.20501)	|	1.62471	(+/-0.83955)	|	1.06584		|	0.54028	(0.0)
1701	|	18.32209		|	11.69658	(+/-3.22014)	|	1.57016	(+/-0.80609)	|	1.0501		|	0.61442	(0.0)
1702	|	18.96068		|	11.76193	(+/-3.28206)	|	1.6984	(+/-0.97282)	|	1.0867		|	0.58244	(0.0)
1703	|	18.99314		|	11.75015	(+/-3.25197)	|	1.60537	(+/-0.93157)	|	1.08856		|	0.63895	(0.0)
1704	|	18.43291		|	11.74117	(+/-3.24248)	|	1.63706	(+/-0.7851)	|	1.05645		|	0.60887	(0.0)
1705	|	18.51264		|	11.70721	(+/-3.26206)	|	1.47539	(+/-0.83375)	|	1.06102		|	0.52898	(0.0)
1706	|	18.67563		|	11.74558	(+/-3.23415)	|	1.64791	(+/-0.91417)	|	1.07036		|	0.51454	(0.0)
1707	|	18.95326		|	11.80708	(+/-3.22175)	|	1.64727	(+/-0.93601)	|	1.08627		|	0.52798	(0.0)
1708	|	18.79111		|	11.82776	(+/-3.22403)	|	1.77586	(+/-0.99536)	|	1.07698		|	0.52865	(0.0)
1709	|	18.80437		|	11.77821	(+/-3.21864)	|	1.80378	(+/-0.98228)	|	1.07774		|	0.59627	(0.0)
1710	|	19.10487		|	11.93677	(+/-3.26503)	|	1.99118	(+/-1.21633)	|	1.09496		|	0.58209	(0.0)
1711	|	19.41261		|	11.84366	(+/-3.33057)	|	1.91899	(+/-1.12253)	|	1.1126		|	0.64486	(0.0)
1712	|	18.38093		|	11.78366	(+/-3.18721)	|	1.68565	(+/-0.98742)	|	1.05347		|	0.57317	(0.0)
1713	|	18.94907		|	11.79242	(+/-3.28541)	|	1.74731	(+/-0.96625)	|	1.08603		|	0.59326	(0.0)
1714	|	18.91032		|	11.71715	(+/-3.22396)	|	1.7132	(+/-0.94797)	|	1.08381		|	0.56921	(0.0)
1715	|	18.69289		|	11.7969	(+/-3.24921)	|	1.58473	(+/-0.85571)	|	1.07135		|	0.5745	(0.0)
1716	|	19.12071		|	11.82983	(+/-3.28127)	|	1.66015	(+/-0.92065)	|	1.09587		|	0.56094	(0.0)
1717	|	18.35613		|	11.7578	(+/-3.22115)	|	1.7111	(+/-0.87382)	|	1.05205		|	0.59014	(0.0)
1718	|	18.38476		|	11.74867	(+/-3.13651)	|	1.64721	(+/-0.91457)	|	1.05369		|	0.51655	(0.0)
1719	|	18.56066		|	11.79599	(+/-3.18705)	|	1.63093	(+/-0.90937)	|	1.06377		|	0.51572	(0.0)
1720	|	18.49785		|	11.76897	(+/-3.24309)	|	1.55311	(+/-0.87333)	|	1.06017		|	0.55088	(0.0)
1721	|	18.74976		|	11.6967	(+/-3.26617)	|	1.60629	(+/-0.89005)	|	1.07461		|	0.59225	(0.0)
