Conf|	Rayon Giration	|	Distance		|		RMSD		|	Ratio Giration	|	Correlation	(p-value)
REF	|	16.75127		|			0
1503	|	17.52976		|	11.70243	(+/-2.75082)	|	1.45799	(+/-0.64925)	|	1.04647		|	0.64983	(0.0)
1504	|	17.30184		|	11.70069	(+/-2.70773)	|	1.17124	(+/-0.55322)	|	1.03287		|	0.50594	(0.0)
1505	|	17.39634		|	11.70153	(+/-2.75679)	|	1.59692	(+/-0.73523)	|	1.03851		|	0.53895	(0.0)
1506	|	17.68062		|	11.71006	(+/-2.70931)	|	1.51637	(+/-0.68072)	|	1.05548		|	0.43342	(2e-05)
1507	|	17.97684		|	11.73939	(+/-2.83617)	|	1.58754	(+/-0.78965)	|	1.07316		|	0.55261	(0.0)
1508	|	17.57714		|	11.74328	(+/-2.80414)	|	1.45479	(+/-0.75195)	|	1.0493		|	0.65681	(0.0)
1509	|	18.1599		|	11.73651	(+/-2.88476)	|	1.55443	(+/-0.86031)	|	1.08409		|	0.63154	(0.0)
1510	|	18.16733		|	11.7539	(+/-2.87784)	|	1.72698	(+/-0.85577)	|	1.08453		|	0.66466	(0.0)
1511	|	17.65668		|	11.66281	(+/-2.84697)	|	1.33097	(+/-0.73664)	|	1.05405		|	0.5543	(0.0)
1512	|	17.36828		|	11.72303	(+/-2.76383)	|	1.50843	(+/-0.65316)	|	1.03683		|	0.59031	(0.0)
1513	|	17.81846		|	11.66192	(+/-2.76795)	|	1.45022	(+/-0.62856)	|	1.06371		|	0.59136	(0.0)
1514	|	17.04313		|	11.63007	(+/-2.67838)	|	1.41702	(+/-0.61361)	|	1.01742		|	0.48891	(0.0)
1515	|	17.60204		|	11.60975	(+/-2.72249)	|	1.56817	(+/-0.69512)	|	1.05079		|	0.48339	(0.0)
1516	|	18.05666		|	11.73965	(+/-2.8376)	|	1.58034	(+/-0.77051)	|	1.07793		|	0.61069	(0.0)
1517	|	18.75764		|	11.86989	(+/-2.90333)	|	1.6316	(+/-0.80524)	|	1.11977		|	0.64666	(0.0)
1518	|	17.94206		|	11.74812	(+/-2.78759)	|	1.5674	(+/-0.71135)	|	1.07109		|	0.58804	(0.0)
1519	|	18.03839		|	11.73867	(+/-2.86569)	|	1.44317	(+/-0.74496)	|	1.07684		|	0.54485	(0.0)
1520	|	17.54491		|	11.65559	(+/-2.74729)	|	1.28961	(+/-0.61549)	|	1.04738		|	0.49092	(0.0)
1521	|	17.69898		|	11.74854	(+/-2.73314)	|	1.46023	(+/-0.69141)	|	1.05658		|	0.48763	(0.0)
1522	|	17.66308		|	11.63137	(+/-2.71729)	|	1.45672	(+/-0.61643)	|	1.05443		|	0.46682	(0.0)
1523	|	17.92991		|	11.67481	(+/-2.79751)	|	1.49006	(+/-0.71498)	|	1.07036		|	0.48726	(0.0)
1524	|	17.64615		|	11.66531	(+/-2.71292)	|	1.33154	(+/-0.71501)	|	1.05342		|	0.56942	(0.0)
1525	|	17.91364		|	11.76084	(+/-2.84225)	|	1.58721	(+/-0.86829)	|	1.06939		|	0.65071	(0.0)
1526	|	18.08395		|	11.64229	(+/-2.87678)	|	1.45455	(+/-0.75012)	|	1.07956		|	0.65234	(0.0)
1527	|	17.90628		|	11.77967	(+/-2.79519)	|	1.45505	(+/-0.70842)	|	1.06895		|	0.55607	(0.0)
1528	|	17.74732		|	11.69524	(+/-2.73965)	|	1.32475	(+/-0.72709)	|	1.05946		|	0.52849	(0.0)
1529	|	17.65947		|	11.76282	(+/-2.76461)	|	1.31944	(+/-0.62746)	|	1.05422		|	0.59205	(0.0)
1530	|	18.0272		|	11.75431	(+/-2.77483)	|	1.38419	(+/-0.66489)	|	1.07617		|	0.61532	(0.0)
1531	|	17.74068		|	11.60146	(+/-2.81277)	|	1.35487	(+/-0.68355)	|	1.05906		|	0.58883	(0.0)
1532	|	17.99027		|	11.66276	(+/-2.84163)	|	1.58606	(+/-0.83721)	|	1.07396		|	0.57437	(0.0)
1533	|	18.14102		|	11.72666	(+/-2.85092)	|	1.35905	(+/-0.68796)	|	1.08296		|	0.5139	(0.0)
1534	|	17.88178		|	11.65032	(+/-2.79179)	|	1.51419	(+/-0.79181)	|	1.06749		|	0.60002	(0.0)
1535	|	17.57655		|	11.67411	(+/-2.78004)	|	1.38313	(+/-0.73231)	|	1.04927		|	0.45293	(1e-05)
1536	|	18.20323		|	11.64324	(+/-2.90413)	|	1.53627	(+/-0.77999)	|	1.08668		|	0.57171	(0.0)
1537	|	17.95112		|	11.66756	(+/-2.85122)	|	1.49444	(+/-0.72505)	|	1.07163		|	0.57247	(0.0)
1538	|	18.38946		|	11.76041	(+/-2.91843)	|	1.61426	(+/-0.87175)	|	1.09779		|	0.59668	(0.0)
1539	|	17.97816		|	11.6955	(+/-2.78678)	|	1.49635	(+/-0.71493)	|	1.07324		|	0.61508	(0.0)
1540	|	17.64657		|	11.66181	(+/-2.82362)	|	1.47976	(+/-0.68932)	|	1.05345		|	0.6377	(0.0)
1541	|	18.09472		|	11.77872	(+/-2.85935)	|	1.44639	(+/-0.7246)	|	1.0802		|	0.53792	(0.0)
1542	|	17.7937		|	11.67074	(+/-2.83612)	|	1.40416	(+/-0.66457)	|	1.06223		|	0.52696	(0.0)
1543	|	18.11901		|	11.64835	(+/-2.84317)	|	1.31272	(+/-0.62774)	|	1.08165		|	0.54443	(0.0)
1544	|	17.69667		|	11.66147	(+/-2.74211)	|	1.33472	(+/-0.62635)	|	1.05644		|	0.54598	(0.0)
1545	|	17.67651		|	11.56014	(+/-2.68574)	|	1.3334	(+/-0.69034)	|	1.05523		|	0.56543	(0.0)
1546	|	18.02944		|	11.69789	(+/-2.87508)	|	1.42489	(+/-0.73811)	|	1.0763		|	0.51502	(0.0)
1547	|	17.93044		|	11.5635	(+/-2.84804)	|	1.357	(+/-0.64077)	|	1.07039		|	0.49888	(0.0)
1548	|	17.37069		|	11.60363	(+/-2.76774)	|	1.27291	(+/-0.63124)	|	1.03698		|	0.57822	(0.0)
1549	|	18.05163		|	11.58645	(+/-2.859)	|	1.31606	(+/-0.67619)	|	1.07763		|	0.60669	(0.0)
1550	|	17.78779		|	11.61716	(+/-2.83398)	|	1.23102	(+/-0.59184)	|	1.06188		|	0.56279	(0.0)
1551	|	18.02532		|	11.73927	(+/-2.87925)	|	1.51594	(+/-0.74311)	|	1.07606		|	0.64467	(0.0)
1552	|	18.11631		|	11.64774	(+/-2.84855)	|	1.37575	(+/-0.7384)	|	1.08149		|	0.64562	(0.0)
1553	|	18.01612		|	11.70006	(+/-2.89138)	|	1.47278	(+/-0.7265)	|	1.07551		|	0.58927	(0.0)
1554	|	17.82849		|	11.6713	(+/-2.7798)	|	1.31209	(+/-0.64994)	|	1.06431		|	0.62611	(0.0)
1555	|	18.11187		|	11.66051	(+/-2.82057)	|	1.45804	(+/-0.68125)	|	1.08122		|	0.59098	(0.0)
1556	|	17.64623		|	11.64903	(+/-2.77968)	|	1.39929	(+/-0.72708)	|	1.05343		|	0.63261	(0.0)
1557	|	18.17208		|	11.65657	(+/-2.88878)	|	1.41574	(+/-0.75399)	|	1.08482		|	0.64233	(0.0)
1558	|	18.48357		|	11.83579	(+/-2.798)	|	1.61612	(+/-0.76969)	|	1.10341		|	0.52855	(0.0)
1559	|	17.68625		|	11.69902	(+/-2.77499)	|	1.42804	(+/-0.7456)	|	1.05582		|	0.573	(0.0)
1560	|	17.77074		|	11.62525	(+/-2.77814)	|	1.25668	(+/-0.67255)	|	1.06086		|	0.68386	(0.0)
1561	|	17.88406		|	11.64601	(+/-2.82891)	|	1.33312	(+/-0.62443)	|	1.06762		|	0.5277	(0.0)
1562	|	17.85886		|	11.68831	(+/-2.80527)	|	1.27128	(+/-0.66003)	|	1.06612		|	0.61514	(0.0)
1563	|	17.90095		|	11.68631	(+/-2.81781)	|	1.35812	(+/-0.70576)	|	1.06863		|	0.65268	(0.0)
1564	|	18.4604		|	11.77134	(+/-2.91023)	|	1.53907	(+/-0.79083)	|	1.10203		|	0.53673	(0.0)
1565	|	17.3827		|	11.6535	(+/-2.78217)	|	1.31738	(+/-0.68123)	|	1.03769		|	0.63616	(0.0)
1566	|	17.6513		|	11.63392	(+/-2.80782)	|	1.265	(+/-0.62969)	|	1.05373		|	0.64559	(0.0)
1567	|	17.71222		|	11.63156	(+/-2.79453)	|	1.47588	(+/-0.75792)	|	1.05737		|	0.5635	(0.0)
1568	|	17.82082		|	11.68904	(+/-2.77361)	|	1.30524	(+/-0.71377)	|	1.06385		|	0.63676	(0.0)
1569	|	18.07112		|	11.77835	(+/-2.76916)	|	1.53789	(+/-0.86513)	|	1.07879		|	0.58714	(0.0)
1570	|	18.39375		|	11.75338	(+/-2.85166)	|	1.40367	(+/-0.76577)	|	1.09805		|	0.59751	(0.0)
1571	|	18.14185		|	11.72265	(+/-2.85583)	|	1.35629	(+/-0.76347)	|	1.08301		|	0.58696	(0.0)
1572	|	17.97057		|	11.72416	(+/-2.83676)	|	1.42776	(+/-0.79716)	|	1.07279		|	0.59682	(0.0)
1573	|	18.03017		|	11.7236	(+/-2.88505)	|	1.44174	(+/-0.85689)	|	1.07635		|	0.56615	(0.0)
1574	|	17.52842		|	11.70867	(+/-2.80246)	|	1.42826	(+/-0.74495)	|	1.04639		|	0.57327	(0.0)
1575	|	17.94929		|	11.66333	(+/-2.85695)	|	1.39723	(+/-0.77478)	|	1.07152		|	0.60945	(0.0)
1576	|	17.78316		|	11.66951	(+/-2.80107)	|	1.38235	(+/-0.67579)	|	1.0616		|	0.55649	(0.0)
1577	|	17.9142		|	11.71097	(+/-2.82002)	|	1.57492	(+/-0.78896)	|	1.06942		|	0.64941	(0.0)
1578	|	18.61831		|	11.71646	(+/-2.9819)	|	1.66915	(+/-0.86653)	|	1.11146		|	0.62763	(0.0)
1579	|	18.36601		|	11.76169	(+/-3.03258)	|	1.55351	(+/-0.77657)	|	1.09639		|	0.64735	(0.0)
1580	|	18.04214		|	11.68342	(+/-2.9484)	|	1.53531	(+/-0.82048)	|	1.07706		|	0.65244	(0.0)
1581	|	18.20493		|	11.70053	(+/-2.96583)	|	1.35552	(+/-0.74289)	|	1.08678		|	0.68613	(0.0)
1582	|	18.07482		|	11.71301	(+/-2.93894)	|	1.51989	(+/-0.76245)	|	1.07901		|	0.65947	(0.0)
1583	|	18.84169		|	11.81482	(+/-3.0331)	|	1.77571	(+/-0.93887)	|	1.12479		|	0.61955	(0.0)
1584	|	18.25616		|	11.68875	(+/-2.9541)	|	1.46648	(+/-0.84772)	|	1.08984		|	0.66647	(0.0)
1585	|	18.61815		|	11.67141	(+/-3.00462)	|	1.56653	(+/-0.87209)	|	1.11145		|	0.58359	(0.0)
1586	|	18.30442		|	11.72467	(+/-2.96641)	|	1.56936	(+/-0.84301)	|	1.09272		|	0.63974	(0.0)
1587	|	18.38348		|	11.66792	(+/-2.88823)	|	1.36505	(+/-0.71769)	|	1.09744		|	0.64414	(0.0)
1588	|	18.09077		|	11.64864	(+/-2.8733)	|	1.39067	(+/-0.80485)	|	1.07996		|	0.65147	(0.0)
1589	|	18.66583		|	11.6904	(+/-2.97556)	|	1.70949	(+/-0.9591)	|	1.11429		|	0.64326	(0.0)
1590	|	18.36385		|	11.74031	(+/-2.89555)	|	1.49448	(+/-0.83805)	|	1.09627		|	0.64698	(0.0)
1591	|	18.46895		|	11.71917	(+/-2.90714)	|	1.50753	(+/-0.88074)	|	1.10254		|	0.63328	(0.0)
1592	|	18.21698		|	11.74025	(+/-2.94327)	|	1.42489	(+/-0.83103)	|	1.0875		|	0.60372	(0.0)
1593	|	17.73856		|	11.63209	(+/-2.79703)	|	1.42134	(+/-0.73028)	|	1.05894		|	0.59563	(0.0)
1594	|	17.89518		|	11.67187	(+/-2.84715)	|	1.36457	(+/-0.72699)	|	1.06829		|	0.61832	(0.0)
1595	|	17.69025		|	11.66745	(+/-2.78469)	|	1.2723	(+/-0.69421)	|	1.05605		|	0.58573	(0.0)
1596	|	18.03567		|	11.74433	(+/-2.80701)	|	1.36223	(+/-0.71061)	|	1.07667		|	0.61903	(0.0)
1597	|	18.05114		|	11.74308	(+/-2.85393)	|	1.41845	(+/-0.76651)	|	1.0776		|	0.57158	(0.0)
1598	|	17.89596		|	11.70833	(+/-2.80554)	|	1.4146	(+/-0.70199)	|	1.06833		|	0.56362	(0.0)
1599	|	18.22585		|	11.75761	(+/-2.88621)	|	1.48128	(+/-0.77817)	|	1.08803		|	0.57476	(0.0)
1600	|	17.91981		|	11.69571	(+/-2.82042)	|	1.3472	(+/-0.67905)	|	1.06976		|	0.5939	(0.0)
1601	|	17.78395		|	11.66604	(+/-2.81013)	|	1.41102	(+/-0.67485)	|	1.06165		|	0.59336	(0.0)
1602	|	17.74719		|	11.6642	(+/-2.84123)	|	1.2275	(+/-0.65315)	|	1.05945		|	0.54671	(0.0)
1603	|	17.81962		|	11.68542	(+/-2.80575)	|	1.26054	(+/-0.74191)	|	1.06378		|	0.54251	(0.0)
1604	|	18.41369		|	11.64103	(+/-2.90497)	|	1.38699	(+/-0.78221)	|	1.09924		|	0.64316	(0.0)
1605	|	18.02809		|	11.61007	(+/-2.76155)	|	1.36049	(+/-0.76106)	|	1.07622		|	0.59099	(0.0)
1606	|	18.16966		|	11.72796	(+/-2.8161)	|	1.36075	(+/-0.72747)	|	1.08467		|	0.62026	(0.0)
1607	|	17.82976		|	11.6909	(+/-2.8531)	|	1.41791	(+/-0.84024)	|	1.06438		|	0.54417	(0.0)
1608	|	18.09909		|	11.70349	(+/-2.86304)	|	1.49964	(+/-0.77285)	|	1.08046		|	0.65771	(0.0)
1609	|	17.82537		|	11.74276	(+/-2.85082)	|	1.2223	(+/-0.67505)	|	1.06412		|	0.633	(0.0)
1610	|	17.59798		|	11.71376	(+/-2.87881)	|	1.25661	(+/-0.71571)	|	1.05055		|	0.58717	(0.0)
1611	|	17.80515		|	11.64781	(+/-2.80775)	|	1.26359	(+/-0.68673)	|	1.06291		|	0.66123	(0.0)
1612	|	18.43071		|	11.64701	(+/-2.92723)	|	1.33772	(+/-0.77585)	|	1.10026		|	0.6905	(0.0)
1613	|	17.96495		|	11.63697	(+/-2.83823)	|	1.30794	(+/-0.64235)	|	1.07245		|	0.59945	(0.0)
1614	|	18.00472		|	11.61516	(+/-2.83532)	|	1.18311	(+/-0.66816)	|	1.07483		|	0.64656	(0.0)
1615	|	17.47502		|	11.59098	(+/-2.78977)	|	1.14465	(+/-0.59648)	|	1.04321		|	0.68917	(0.0)
1616	|	18.30656		|	11.64951	(+/-2.88426)	|	1.31578	(+/-0.77046)	|	1.09285		|	0.68834	(0.0)
1617	|	18.21348		|	11.66662	(+/-2.89294)	|	1.47571	(+/-0.86514)	|	1.08729		|	0.65275	(0.0)
1618	|	18.33069		|	11.69373	(+/-2.8982)	|	1.58758	(+/-0.9589)	|	1.09429		|	0.64857	(0.0)
1619	|	18.39535		|	11.71183	(+/-2.87784)	|	1.43457	(+/-0.89328)	|	1.09815		|	0.64449	(0.0)
1620	|	18.32321		|	11.63692	(+/-2.91443)	|	1.44897	(+/-0.85384)	|	1.09384		|	0.64294	(0.0)
1621	|	17.60056		|	11.60463	(+/-2.82078)	|	1.35434	(+/-0.75093)	|	1.0507		|	0.67951	(0.0)
1622	|	18.29592		|	11.65387	(+/-2.91016)	|	1.52223	(+/-0.89996)	|	1.09221		|	0.68702	(0.0)
1623	|	18.49296		|	11.64405	(+/-2.90358)	|	1.39631	(+/-0.84099)	|	1.10397		|	0.59341	(0.0)
1624	|	18.43055		|	11.706	(+/-2.89553)	|	1.3402	(+/-0.8203)	|	1.10025		|	0.61778	(0.0)
1625	|	17.82619		|	11.75008	(+/-2.82728)	|	1.33247	(+/-0.79659)	|	1.06417		|	0.59241	(0.0)
1626	|	18.26483		|	11.70149	(+/-2.84378)	|	1.38122	(+/-0.77789)	|	1.09035		|	0.6542	(0.0)
1627	|	18.21968		|	11.71115	(+/-2.82117)	|	1.32306	(+/-0.77877)	|	1.08766		|	0.62002	(0.0)
1628	|	18.40656		|	11.64849	(+/-2.8742)	|	1.52315	(+/-0.90781)	|	1.09882		|	0.71387	(0.0)
1629	|	18.42519		|	11.74166	(+/-2.91123)	|	1.34395	(+/-0.83578)	|	1.09993		|	0.61101	(0.0)
1630	|	17.59944		|	11.64254	(+/-2.76998)	|	1.24836	(+/-0.67954)	|	1.05063		|	0.59065	(0.0)
1631	|	17.95072		|	11.70061	(+/-2.88929)	|	1.25153	(+/-0.66121)	|	1.0716		|	0.63018	(0.0)
1632	|	18.2296		|	11.67347	(+/-2.78547)	|	1.31802	(+/-0.78051)	|	1.08825		|	0.69358	(0.0)
1633	|	18.18002		|	11.73744	(+/-2.80096)	|	1.35227	(+/-0.79147)	|	1.08529		|	0.56999	(0.0)
1634	|	18.10951		|	11.70227	(+/-2.78928)	|	1.38124	(+/-0.77067)	|	1.08108		|	0.6183	(0.0)
1635	|	17.9971		|	11.63476	(+/-2.84898)	|	1.28914	(+/-0.66118)	|	1.07437		|	0.609	(0.0)
1636	|	17.80731		|	11.62288	(+/-2.78241)	|	1.22063	(+/-0.66289)	|	1.06304		|	0.65126	(0.0)
1637	|	17.66098		|	11.73728	(+/-2.70231)	|	1.28914	(+/-0.67159)	|	1.05431		|	0.57136	(0.0)
1638	|	17.90336		|	11.65553	(+/-2.8577)	|	1.21713	(+/-0.78078)	|	1.06878		|	0.56159	(0.0)
1639	|	18.04038		|	11.68796	(+/-2.82859)	|	1.26942	(+/-0.77074)	|	1.07696		|	0.59904	(0.0)
1640	|	17.79142		|	11.6263	(+/-2.83027)	|	1.20158	(+/-0.68626)	|	1.06209		|	0.619	(0.0)
1641	|	17.7952		|	11.63059	(+/-2.84231)	|	1.28142	(+/-0.7308)	|	1.06232		|	0.61218	(0.0)
1642	|	17.76584		|	11.6779	(+/-2.84106)	|	1.27689	(+/-0.82437)	|	1.06057		|	0.60491	(0.0)
1643	|	17.71286		|	11.67158	(+/-2.74899)	|	1.30745	(+/-0.68294)	|	1.0574		|	0.63358	(0.0)
1644	|	17.9207		|	11.67953	(+/-2.82606)	|	1.33545	(+/-0.72343)	|	1.06981		|	0.5858	(0.0)
1645	|	17.55489		|	11.55562	(+/-2.8012)	|	1.11627	(+/-0.63574)	|	1.04797		|	0.61087	(0.0)
1646	|	17.96296		|	11.63041	(+/-2.83048)	|	1.5116	(+/-0.83833)	|	1.07233		|	0.65348	(0.0)
1647	|	17.70123		|	11.61219	(+/-2.76885)	|	1.36934	(+/-0.77086)	|	1.05671		|	0.61499	(0.0)
1648	|	18.81136		|	11.73201	(+/-2.92243)	|	1.49915	(+/-0.94133)	|	1.12298		|	0.58131	(0.0)
1649	|	18.3058		|	11.70826	(+/-2.88182)	|	1.44635	(+/-0.92119)	|	1.0928		|	0.6058	(0.0)
1650	|	18.19408		|	11.71983	(+/-2.86122)	|	1.50174	(+/-0.85691)	|	1.08613		|	0.53076	(0.0)
1651	|	18.35564		|	11.62242	(+/-2.89821)	|	1.3046	(+/-0.76055)	|	1.09578		|	0.6226	(0.0)
1652	|	18.46049		|	11.80745	(+/-2.8361)	|	1.50928	(+/-0.86859)	|	1.10204		|	0.60464	(0.0)
1653	|	18.44223		|	11.78188	(+/-2.92838)	|	1.43268	(+/-0.88649)	|	1.10095		|	0.65064	(0.0)
1654	|	18.21761		|	11.68241	(+/-2.86836)	|	1.35392	(+/-0.74325)	|	1.08754		|	0.64313	(0.0)
1655	|	18.33784		|	11.72307	(+/-2.80205)	|	1.34525	(+/-0.78231)	|	1.09471		|	0.58048	(0.0)
1656	|	18.24492		|	11.71417	(+/-2.82502)	|	1.45897	(+/-0.76353)	|	1.08917		|	0.62424	(0.0)
1657	|	18.20559		|	11.71197	(+/-2.83581)	|	1.4122	(+/-0.80272)	|	1.08682		|	0.62865	(0.0)
1658	|	18.34314		|	11.67495	(+/-2.83367)	|	1.35804	(+/-0.80688)	|	1.09503		|	0.67067	(0.0)
1659	|	17.81506		|	11.65008	(+/-2.86142)	|	1.2324	(+/-0.7078)	|	1.0635		|	0.70419	(0.0)
1660	|	17.82378		|	11.69186	(+/-2.8332)	|	1.31886	(+/-0.75704)	|	1.06403		|	0.66395	(0.0)
1661	|	17.8768		|	11.65918	(+/-2.84798)	|	1.21685	(+/-0.78232)	|	1.06719		|	0.58371	(0.0)
1662	|	17.72773		|	11.6527	(+/-2.83834)	|	1.25359	(+/-0.74093)	|	1.05829		|	0.61739	(0.0)
1663	|	18.44009		|	11.69002	(+/-2.83508)	|	1.5001	(+/-0.83949)	|	1.10082		|	0.61582	(0.0)
1664	|	17.62967		|	11.60604	(+/-2.83555)	|	1.21525	(+/-0.62787)	|	1.05244		|	0.53716	(0.0)
1665	|	17.70289		|	11.63281	(+/-2.76629)	|	1.28572	(+/-0.65013)	|	1.05681		|	0.59049	(0.0)
1666	|	17.64464		|	11.69858	(+/-2.76665)	|	1.48253	(+/-0.70563)	|	1.05333		|	0.54204	(0.0)
1667	|	17.99615		|	11.74288	(+/-2.87291)	|	1.45535	(+/-0.71329)	|	1.07432		|	0.58369	(0.0)
1668	|	17.97375		|	11.71501	(+/-2.8211)	|	1.37628	(+/-0.70579)	|	1.07298		|	0.58486	(0.0)
1669	|	17.71225		|	11.64994	(+/-2.83484)	|	1.40461	(+/-0.7448)	|	1.05737		|	0.56713	(0.0)
1670	|	17.55449		|	11.65801	(+/-2.75976)	|	1.3564	(+/-0.6794)	|	1.04795		|	0.54944	(0.0)
1671	|	18.55424		|	11.75823	(+/-2.90909)	|	1.45735	(+/-0.74266)	|	1.10763		|	0.57238	(0.0)
1672	|	17.82351		|	11.70407	(+/-2.78113)	|	1.31696	(+/-0.75182)	|	1.06401		|	0.49585	(0.0)
1673	|	17.40405		|	11.74323	(+/-2.75223)	|	1.2387	(+/-0.59019)	|	1.03897		|	0.49567	(0.0)
1674	|	17.20855		|	11.66647	(+/-2.69611)	|	1.35723	(+/-0.60459)	|	1.0273		|	0.54031	(0.0)
1675	|	17.98608		|	11.67436	(+/-2.83955)	|	1.44137	(+/-0.78248)	|	1.07371		|	0.5869	(0.0)
1676	|	17.41917		|	11.6714	(+/-2.73371)	|	1.34218	(+/-0.6439)	|	1.03987		|	0.4733	(0.0)
1677	|	17.92308		|	11.70652	(+/-2.82426)	|	1.44775	(+/-0.72781)	|	1.06995		|	0.51334	(0.0)
1678	|	18.31975		|	11.68952	(+/-2.83279)	|	1.53923	(+/-0.85591)	|	1.09363		|	0.63967	(0.0)
1679	|	17.8886		|	11.70218	(+/-2.77229)	|	1.46507	(+/-0.81949)	|	1.0679		|	0.55136	(0.0)
1680	|	17.77493		|	11.61977	(+/-2.72554)	|	1.41872	(+/-0.80956)	|	1.06111		|	0.67283	(0.0)
1681	|	17.93231		|	11.63155	(+/-2.80857)	|	1.39088	(+/-0.75905)	|	1.0705		|	0.59771	(0.0)
1682	|	18.14019		|	11.62316	(+/-2.78169)	|	1.53841	(+/-0.87079)	|	1.08291		|	0.59017	(0.0)
1683	|	17.74384		|	11.61599	(+/-2.73183)	|	1.44871	(+/-0.80055)	|	1.05925		|	0.58255	(0.0)
1684	|	17.77398		|	11.70742	(+/-2.81308)	|	1.39403	(+/-0.72951)	|	1.06105		|	0.68054	(0.0)
1685	|	18.1287		|	11.75517	(+/-2.77154)	|	1.50491	(+/-0.77609)	|	1.08223		|	0.5877	(0.0)
1686	|	17.47893		|	11.61319	(+/-2.78556)	|	1.45103	(+/-0.73443)	|	1.04344		|	0.6547	(0.0)
1687	|	17.57493		|	11.57874	(+/-2.71779)	|	1.30967	(+/-0.69172)	|	1.04917		|	0.62643	(0.0)
1688	|	17.93139		|	11.68109	(+/-2.74235)	|	1.2953	(+/-0.6463)	|	1.07045		|	0.56955	(0.0)
1689	|	18.16228		|	11.62315	(+/-2.81415)	|	1.2635	(+/-0.73893)	|	1.08423		|	0.62583	(0.0)
1690	|	18.12252		|	11.68543	(+/-2.81871)	|	1.31658	(+/-0.73717)	|	1.08186		|	0.57323	(0.0)
1691	|	17.96471		|	11.63776	(+/-2.74071)	|	1.27627	(+/-0.76496)	|	1.07244		|	0.57599	(0.0)
1692	|	17.8938		|	11.66301	(+/-2.76931)	|	1.37175	(+/-0.76435)	|	1.06821		|	0.59696	(0.0)
1693	|	17.99893		|	11.6979	(+/-2.82452)	|	1.30245	(+/-0.65388)	|	1.07448		|	0.63062	(0.0)
1694	|	17.90551		|	11.62275	(+/-2.82098)	|	1.29719	(+/-0.70909)	|	1.0689		|	0.68792	(0.0)
1695	|	17.87996		|	11.64122	(+/-2.74316)	|	1.23729	(+/-0.71311)	|	1.06738		|	0.61265	(0.0)
1696	|	18.42966		|	11.69894	(+/-2.91721)	|	1.48778	(+/-0.87378)	|	1.10019		|	0.63431	(0.0)
1697	|	17.9178		|	11.595	(+/-2.78008)	|	1.32446	(+/-0.6984)	|	1.06964		|	0.67661	(0.0)
1698	|	18.09953		|	11.72301	(+/-2.89487)	|	1.43146	(+/-0.70378)	|	1.08049		|	0.61301	(0.0)
1699	|	17.6518		|	11.65631	(+/-2.76275)	|	1.38454	(+/-0.79361)	|	1.05376		|	0.52546	(0.0)
1700	|	18.03044		|	11.60716	(+/-2.8258)	|	1.34081	(+/-0.72876)	|	1.07636		|	0.59381	(0.0)
1701	|	17.58674		|	11.60392	(+/-2.85889)	|	1.3182	(+/-0.72035)	|	1.04988		|	0.66351	(0.0)
1702	|	18.50122		|	11.68842	(+/-2.88981)	|	1.46582	(+/-0.86871)	|	1.10447		|	0.61018	(0.0)
1703	|	18.23305		|	11.64807	(+/-2.83398)	|	1.33813	(+/-0.76758)	|	1.08846		|	0.6736	(0.0)
1704	|	17.88693		|	11.64517	(+/-2.88661)	|	1.39165	(+/-0.66563)	|	1.0678		|	0.69253	(0.0)
1705	|	17.99321		|	11.61449	(+/-2.92611)	|	1.21827	(+/-0.72019)	|	1.07414		|	0.64149	(0.0)
1706	|	17.85993		|	11.62376	(+/-2.83379)	|	1.40033	(+/-0.8209)	|	1.06618		|	0.58016	(0.0)
1707	|	18.45581		|	11.74481	(+/-2.87194)	|	1.45376	(+/-0.83564)	|	1.10176		|	0.61917	(0.0)
1708	|	18.28489		|	11.73031	(+/-2.84707)	|	1.55069	(+/-0.83487)	|	1.09155		|	0.60332	(0.0)
1709	|	18.14981		|	11.68164	(+/-2.83114)	|	1.61864	(+/-0.89905)	|	1.08349		|	0.68355	(0.0)
1710	|	18.45154		|	11.835	(+/-2.9125)	|	1.76308	(+/-1.11822)	|	1.1015		|	0.6512	(0.0)
1711	|	18.63803		|	11.73536	(+/-2.94556)	|	1.65056	(+/-1.00501)	|	1.11263		|	0.70081	(0.0)
1712	|	17.98918		|	11.69167	(+/-2.81353)	|	1.47522	(+/-0.86775)	|	1.0739		|	0.65141	(0.0)
1713	|	18.58971		|	11.70125	(+/-2.93233)	|	1.52471	(+/-0.88646)	|	1.10975		|	0.64594	(0.0)
1714	|	18.12103		|	11.641	(+/-2.87437)	|	1.52734	(+/-0.85985)	|	1.08177		|	0.67428	(0.0)
1715	|	18.22373		|	11.69907	(+/-2.89527)	|	1.35495	(+/-0.76477)	|	1.0879		|	0.65475	(0.0)
1716	|	18.17789		|	11.75809	(+/-2.9093)	|	1.42389	(+/-0.8209)	|	1.08517		|	0.65431	(0.0)
1717	|	17.79985		|	11.6879	(+/-2.86229)	|	1.47899	(+/-0.73384)	|	1.0626		|	0.65948	(0.0)
1718	|	18.16598		|	11.70106	(+/-2.76902)	|	1.40382	(+/-0.71365)	|	1.08445		|	0.61186	(0.0)
1719	|	18.03357		|	11.73574	(+/-2.8171)	|	1.37594	(+/-0.73725)	|	1.07655		|	0.58796	(0.0)
